user_uuid,question_code,question_text,question_number,category_id,category_name,option_id,option_select,option_code,option_text,block_number,weight,created_at
e0fcda19-b5f0-48ab-9188-1290167ce8cf,11_20,What do you think your teachers might be struggling with?,,11,School,,B,11_20_B,B. Trying to help students with different needs.,4,1.0,2025-08-09T06:09:43.025033
e0fcda19-b5f0-48ab-9188-1290167ce8cf,11_20,What do you think your teachers might be struggling with?,,11,School,,OTHER,11_20_OTHER,Other,4,1.0,2025-08-09T06:09:43.025033
e0fcda19-b5f0-48ab-9188-1290167ce8cf,11_20,What do you think your teachers might be struggling with?,,11,School,,A,11_20_A,A. Trying to be chill while dealing with their own stress.,4,1.0,2025-08-09T06:09:43.025033
e0fcda19-b5f0-48ab-9188-1290167ce8cf,12_3,What keeps you playing a game? What’s the hook? (Pick one or two),,12,Fun_Stuff,,A,12_3_A,A. The storyline or world pulls me in,1,1.0,2025-08-16T06:09:43.025048
e0fcda19-b5f0-48ab-9188-1290167ce8cf,12_7,What kind of shows or movies do you watch most? (Pick up to 3),,12,Fun_Stuff,,B,12_7_B,B. Action / Superhero,3,1.0,2025-08-27T06:09:43.025061
e0fcda19-b5f0-48ab-9188-1290167ce8cf,12_8,Where do you usually watch movies or shows? (Pick up to 3),,12,Fun_Stuff,,E,12_8_E,E. Phone,3,1.0,2025-08-22T06:09:43.025065
e0fcda19-b5f0-48ab-9188-1290167ce8cf,12_8,Where do you usually watch movies or shows? (Pick up to 3),,12,Fun_Stuff,,F,12_8_F,F. I don’t really watch movies or shows,3,1.0,2025-08-22T06:09:43.025065
e0fcda19-b5f0-48ab-9188-1290167ce8cf,12_8,Where do you usually watch movies or shows? (Pick up to 3),,12,Fun_Stuff,,D,12_8_D,D. Tablet,3,1.0,2025-08-22T06:09:43.025065
e0fcda19-b5f0-48ab-9188-1290167ce8cf,12_9,"Do you watch sports? If yes, what do you watch the most? (Pick 2)",,12,Fun_Stuff,,OTHER,12_9_OTHER,"Your 3 favorite teams, separated by commas",4,1.0,2025-08-02T06:09:43.025072
e0fcda19-b5f0-48ab-9188-1290167ce8cf,12_9,"Do you watch sports? If yes, what do you watch the most? (Pick 2)",,12,Fun_Stuff,,A,12_9_A,American Football,4,1.0,2025-08-02T06:09:43.025072
2f6570df-5198-474e-a426-882c4bc72e17,1_4,Which meet-cute(s) would you totally fall for? (Pick all that make your heart do the thing 💘),,1,Love,,A,1_4_A,A. Reaching for the same book at a bookstore,1,1.0,2025-08-28T06:09:43.025152
2f6570df-5198-474e-a426-882c4bc72e17,1_4,Which meet-cute(s) would you totally fall for? (Pick all that make your heart do the thing 💘),,1,Love,,C,1_4_C,C. Wrong text that turns into a real convo,1,1.0,2025-08-28T06:09:43.025152
2f6570df-5198-474e-a426-882c4bc72e17,1_4,Which meet-cute(s) would you totally fall for? (Pick all that make your heart do the thing 💘),,1,Love,,OTHER,1_4_OTHER,Write your own plot twist.,1,1.0,2025-08-28T06:09:43.025152
2f6570df-5198-474e-a426-882c4bc72e17,1_6,What do you imagine when you think about your first love?,,1,Love,,A,1_6_A,A. All touch. All spark. Like we don’t need anyone else.,1,1.0,2025-08-09T06:09:43.025161
2f6570df-5198-474e-a426-882c4bc72e17,1_6,What do you imagine when you think about your first love?,,1,Love,,C,1_6_C,C. A sign that I’m lovable—something to show others I’m not left out.,1,1.0,2025-08-09T06:09:43.025161
2f6570df-5198-474e-a426-882c4bc72e17,1_6,What do you imagine when you think about your first love?,,1,Love,,D,1_6_D,"D. Freedom from my family—a way to feel older, more in control of my life.",1,1.0,2025-08-09T06:09:43.025161
2f6570df-5198-474e-a426-882c4bc72e17,1_6,What do you imagine when you think about your first love?,,1,Love,,OTHER,1_6_OTHER,"None of these, but something.",1,1.0,2025-08-09T06:09:43.025161
2f6570df-5198-474e-a426-882c4bc72e17,1_6,What do you imagine when you think about your first love?,,1,Love,,B,1_6_B,B. Someone who sees me. We both grow.,1,1.0,2025-08-09T06:09:43.025161
2f6570df-5198-474e-a426-882c4bc72e17,1_7,Which line from a rom-com would you want someone to say to you?,,1,Love,,OTHER,1_7_OTHER,Other,1,1.0,2025-08-18T06:09:43.025170
2f6570df-5198-474e-a426-882c4bc72e17,1_7,Which line from a rom-com would you want someone to say to you?,,1,Love,,A,1_7_A,A. “You make me want to be better.”,1,1.0,2025-08-18T06:09:43.025170
2f6570df-5198-474e-a426-882c4bc72e17,1_8,How do you act when your crush is nearby?,,1,Love,,A,1_8_A,"A. I avoid eye contact, freeze up, or pretend I don’t notice them.",1,1.0,2025-08-15T06:09:43.025175
2f6570df-5198-474e-a426-882c4bc72e17,1_8,How do you act when your crush is nearby?,,1,Love,,OTHER,1_8_OTHER,My version:,1,1.0,2025-08-15T06:09:43.025175
2f6570df-5198-474e-a426-882c4bc72e17,1_8,How do you act when your crush is nearby?,,1,Love,,B,1_8_B,B. I act normal or try to be friendly—maybe say hi or ask something casual.,1,1.0,2025-08-15T06:09:43.025175
2f6570df-5198-474e-a426-882c4bc72e17,1_15,"If someone told you 'I love you' way too early, what would you do?",,1,Love,,A,1_15_A,A. I glitch. Then change the topic like nothing happened.,1,1.0,2025-08-20T06:09:43.025182
2f6570df-5198-474e-a426-882c4bc72e17,1_15,"If someone told you 'I love you' way too early, what would you do?",,1,Love,,OTHER,1_15_OTHER,None of these. What I did:,1,1.0,2025-08-20T06:09:43.025182
2f6570df-5198-474e-a426-882c4bc72e17,1_9,How do you show someone you like them? [playlist:Love],,1,Love,,A,1_9_A,"A. I hover nearby—walk past, sit close, save a spot. Hope they load the hint.",2,1.0,2025-08-14T06:09:43.025191
2f6570df-5198-474e-a426-882c4bc72e17,1_9,How do you show someone you like them? [playlist:Love],,1,Love,,B,1_9_B,"B. I ask stuff, get details, and try to show up when it hits different.",2,1.0,2025-08-14T06:09:43.025191
2f6570df-5198-474e-a426-882c4bc72e17,1_9,How do you show someone you like them? [playlist:Love],,1,Love,,OTHER,1_9_OTHER,Other,2,1.0,2025-08-14T06:09:43.025191
2f6570df-5198-474e-a426-882c4bc72e17,1_9,How do you show someone you like them? [playlist:Love],,1,Love,,C,1_9_C,"C. I bring snacks, drop small gifts. Mostly to pretend I’m cool.",2,1.0,2025-08-14T06:09:43.025191
2f6570df-5198-474e-a426-882c4bc72e17,1_10,What do you wish someone you like understood about you?,,1,Love,,D,1_10_D,D. I care deeply. I just express it weird.,2,1.0,2025-08-21T06:09:43.025203
2f6570df-5198-474e-a426-882c4bc72e17,1_10,What do you wish someone you like understood about you?,,1,Love,,C,1_10_C,C. Not dating. Still wanna stand close in a hallway for no reason.,2,1.0,2025-08-21T06:09:43.025203
2f6570df-5198-474e-a426-882c4bc72e17,1_10,What do you wish someone you like understood about you?,,1,Love,,B,1_10_B,B. Like me for me—not just the highlight reel.,2,1.0,2025-08-21T06:09:43.025203
2f6570df-5198-474e-a426-882c4bc72e17,1_10,What do you wish someone you like understood about you?,,1,Love,,OTHER,1_10_OTHER,More:,2,1.0,2025-08-21T06:09:43.025203
2f6570df-5198-474e-a426-882c4bc72e17,1_12,"Heartbreak doesn’t follow rules. Whether you cried, created, or just kept going—you showed up for yourself. And that matters. When your crush likes someone else",,1,Love,,B,1_12_B,B. Sent a dramatic text. No follow-up.,2,1.0,2025-08-16T06:09:43.025210
2f6570df-5198-474e-a426-882c4bc72e17,1_12,"Heartbreak doesn’t follow rules. Whether you cried, created, or just kept going—you showed up for yourself. And that matters. When your crush likes someone else",,1,Love,,C,1_12_C,C. I’m moving on. One doom scroll at a time.,2,1.0,2025-08-16T06:09:43.025210
2f6570df-5198-474e-a426-882c4bc72e17,1_12,"Heartbreak doesn’t follow rules. Whether you cried, created, or just kept going—you showed up for yourself. And that matters. When your crush likes someone else",,1,Love,,OTHER,1_12_OTHER,Other,2,1.0,2025-08-16T06:09:43.025210
2f6570df-5198-474e-a426-882c4bc72e17,1_14,"If someone likes you but you don’t feel the same, what do you do?",,1,Love,,OTHER,1_14_OTHER,Other,2,1.0,2025-08-11T06:09:43.025216
2f6570df-5198-474e-a426-882c4bc72e17,1_14,"If someone likes you but you don’t feel the same, what do you do?",,1,Love,,B,1_14_B,"B. I hit them with the “You’re great, but not like that” speech.",2,1.0,2025-08-11T06:09:43.025216
2f6570df-5198-474e-a426-882c4bc72e17,1_14,"If someone likes you but you don’t feel the same, what do you do?",,1,Love,,A,1_14_A,A. I fade like Wi-Fi in a tunnel.,2,1.0,2025-08-11T06:09:43.025216
2f6570df-5198-474e-a426-882c4bc72e17,1_23,"If your love life was a playlist, what’s the title?",,1,Love,,B,1_23_B,"B. “Flirt, Fail, Fall”",2,1.0,2025-08-18T06:09:43.025223
2f6570df-5198-474e-a426-882c4bc72e17,1_23,"If your love life was a playlist, what’s the title?",,1,Love,,A,1_23_A,"A. “Slow Burn, Soft Heart”",2,1.0,2025-08-18T06:09:43.025223
2f6570df-5198-474e-a426-882c4bc72e17,1_23,"If your love life was a playlist, what’s the title?",,1,Love,,D,1_23_D,D. “It Was a Crush… Until It Wasn’t”,2,1.0,2025-08-18T06:09:43.025223
2f6570df-5198-474e-a426-882c4bc72e17,1_23,"If your love life was a playlist, what’s the title?",,1,Love,,OTHER,1_23_OTHER,Other,2,1.0,2025-08-18T06:09:43.025223
2f6570df-5198-474e-a426-882c4bc72e17,1_3,Real safety isn’t just about avoiding harm—it’s about feeling free to be yourself. You deserve people who don’t just like you—but protect your peace. What makes you feel safe with someone?,,1,Love,,OTHER,1_3_OTHER,Also this:,3,1.0,2025-08-10T06:09:43.025231
2f6570df-5198-474e-a426-882c4bc72e17,1_3,Real safety isn’t just about avoiding harm—it’s about feeling free to be yourself. You deserve people who don’t just like you—but protect your peace. What makes you feel safe with someone?,,1,Love,,C,1_3_C,C. No games. No signals. Just real.,3,1.0,2025-08-10T06:09:43.025231
2f6570df-5198-474e-a426-882c4bc72e17,1_3,Real safety isn’t just about avoiding harm—it’s about feeling free to be yourself. You deserve people who don’t just like you—but protect your peace. What makes you feel safe with someone?,,1,Love,,B,1_3_B,B. I can say real stuff—and they actually hear it.,3,1.0,2025-08-10T06:09:43.025231
2f6570df-5198-474e-a426-882c4bc72e17,1_5,Real love isn’t about perfect. It’s about the little weird things that make someone feel weirdly right. What’s your crush ick you secretly find cute?,,1,Love,,B,1_5_B,B. Gets weird saying hi. Still tries.,3,1.0,2025-08-26T06:09:43.025237
2f6570df-5198-474e-a426-882c4bc72e17,1_5,Real love isn’t about perfect. It’s about the little weird things that make someone feel weirdly right. What’s your crush ick you secretly find cute?,,1,Love,,C,1_5_C,C. Awful at texting. Sends novels out of nowhere.,3,1.0,2025-08-26T06:09:43.025237
2f6570df-5198-474e-a426-882c4bc72e17,1_5,Real love isn’t about perfect. It’s about the little weird things that make someone feel weirdly right. What’s your crush ick you secretly find cute?,,1,Love,,OTHER,1_5_OTHER,Else,3,1.0,2025-08-26T06:09:43.025237
2f6570df-5198-474e-a426-882c4bc72e17,1_5,Real love isn’t about perfect. It’s about the little weird things that make someone feel weirdly right. What’s your crush ick you secretly find cute?,,1,Love,,D,1_5_D,D. That one hoodie? Always. Still cute.,3,1.0,2025-08-26T06:09:43.025237
2f6570df-5198-474e-a426-882c4bc72e17,1_5,Real love isn’t about perfect. It’s about the little weird things that make someone feel weirdly right. What’s your crush ick you secretly find cute?,,1,Love,,A,1_5_A,A. Laughs at their own jokes,3,1.0,2025-08-26T06:09:43.025237
2f6570df-5198-474e-a426-882c4bc72e17,1_11,What makes you feel uneasy in a relationship—even if it’s not “bad” on paper? You’re not asking for too much. You’re just done playing chill when you need real.,,1,Love,,D,1_11_D,D. Go quiet the second things get real.,3,1.0,2025-08-10T06:09:43.025246
2f6570df-5198-474e-a426-882c4bc72e17,1_11,What makes you feel uneasy in a relationship—even if it’s not “bad” on paper? You’re not asking for too much. You’re just done playing chill when you need real.,,1,Love,,C,1_11_C,C. They flirt with others,3,1.0,2025-08-10T06:09:43.025246
2f6570df-5198-474e-a426-882c4bc72e17,1_25,What makes you feel uneasy in a relationship—even if it’s not “toxic”? Needing peace doesn’t mean you don’t care. It means you know how you stay whole.,,1,Love,,C,1_25_C,C. Want something deep before I’m even sure.,3,1.0,2025-08-05T06:09:43.025251
2f6570df-5198-474e-a426-882c4bc72e17,1_25,What makes you feel uneasy in a relationship—even if it’s not “toxic”? Needing peace doesn’t mean you don’t care. It means you know how you stay whole.,,1,Love,,D,1_25_D,D. Keep testing me like I have to prove it.,3,1.0,2025-08-05T06:09:43.025251
2f6570df-5198-474e-a426-882c4bc72e17,1_25,What makes you feel uneasy in a relationship—even if it’s not “toxic”? Needing peace doesn’t mean you don’t care. It means you know how you stay whole.,,1,Love,,OTHER,1_25_OTHER,Other,3,1.0,2025-08-05T06:09:43.025251
2f6570df-5198-474e-a426-882c4bc72e17,1_25,What makes you feel uneasy in a relationship—even if it’s not “toxic”? Needing peace doesn’t mean you don’t care. It means you know how you stay whole.,,1,Love,,A,1_25_A,A. Always texting. Gets weird if I don’t.,3,1.0,2025-08-05T06:09:43.025251
2f6570df-5198-474e-a426-882c4bc72e17,1_25,What makes you feel uneasy in a relationship—even if it’s not “toxic”? Needing peace doesn’t mean you don’t care. It means you know how you stay whole.,,1,Love,,E,1_25_E,"E. Call themselves “a lot,” then hand it all to me.",3,1.0,2025-08-05T06:09:43.025251
2f6570df-5198-474e-a426-882c4bc72e17,1_25,What makes you feel uneasy in a relationship—even if it’s not “toxic”? Needing peace doesn’t mean you don’t care. It means you know how you stay whole.,,1,Love,,B,1_25_B,B. They get upset when I need space,3,1.0,2025-08-05T06:09:43.025251
2f6570df-5198-474e-a426-882c4bc72e17,1_26,What’s one “How do people even get married?” moment you’ve seen or lived?,,1,Love,,OTHER,1_26_OTHER,Other,3,1.0,2025-08-23T06:09:43.025261
2f6570df-5198-474e-a426-882c4bc72e17,1_26,What’s one “How do people even get married?” moment you’ve seen or lived?,,1,Love,,C,1_26_C,"C. One is “let’s talk now.” The other is “can it wait until I’m not overwhelmed by the loss of my football team, air, and everything?”",3,1.0,2025-08-23T06:09:43.025261
2f6570df-5198-474e-a426-882c4bc72e17,1_26,What’s one “How do people even get married?” moment you’ve seen or lived?,,1,Love,,D,1_26_D,D. One says “I love you” in words. The other says it by making sure your tires are inflated.,3,1.0,2025-08-23T06:09:43.025261
2f6570df-5198-474e-a426-882c4bc72e17,1_26,What’s one “How do people even get married?” moment you’ve seen or lived?,,1,Love,,B,1_26_B,"B. One cries during every movie. The other asks, “Was that supposed to be sad?”",3,1.0,2025-08-23T06:09:43.025261
2f6570df-5198-474e-a426-882c4bc72e17,1_26,What’s one “How do people even get married?” moment you’ve seen or lived?,,1,Love,,A,1_26_A,A. One person needs 47 texts a day. The other? “Seen at 3:42 PM.”,3,1.0,2025-08-23T06:09:43.025261
2f6570df-5198-474e-a426-882c4bc72e17,1_16,"Ghosting doesn’t mean you’re unworthy—it means they didn’t know how to show up. You don’t have to carry their silence like it’s your fault.  If someone ghosted you, what would you tell yourself?",,1,Love,,A,1_16_A,A. Maybe they’re just busy. I don’t want to jump to the worst story.,4,1.0,2025-08-13T06:09:43.025269
2f6570df-5198-474e-a426-882c4bc72e17,1_16,"Ghosting doesn’t mean you’re unworthy—it means they didn’t know how to show up. You don’t have to carry their silence like it’s your fault.  If someone ghosted you, what would you tell yourself?",,1,Love,,C,1_16_C,C. Their loss. I deserve better than vanishing acts.,4,1.0,2025-08-13T06:09:43.025269
2f6570df-5198-474e-a426-882c4bc72e17,1_16,"Ghosting doesn’t mean you’re unworthy—it means they didn’t know how to show up. You don’t have to carry their silence like it’s your fault.  If someone ghosted you, what would you tell yourself?",,1,Love,,OTHER,1_16_OTHER,Other,4,1.0,2025-08-13T06:09:43.025269
2f6570df-5198-474e-a426-882c4bc72e17,1_17,Sometimes it’s not the breakup—it’s the after. The silence. The space. The stories you’ll never get to ask. You’re allowed to miss what mattered. [playlist:Breakup]  What hurts most after a breakup?,,1,Love,,C,1_17_C,C. Watching them move on while I’m stuck. Feels like I was the only one hit.,4,1.0,2025-08-07T06:09:43.025279
2f6570df-5198-474e-a426-882c4bc72e17,1_21,Sometimes love ends before the truth arrives. That doesn’t mean you failed—it means you grew. Even the wrong story can teach you what kind of love is right.  Have you ever realized later that the relationship wasn’t right for you?,,1,Love,,B,1_21_B,"B. Yes. Looking back, I’m actually thankful it ended.",4,1.0,2025-08-12T06:09:43.025283
2f6570df-5198-474e-a426-882c4bc72e17,1_21,Sometimes love ends before the truth arrives. That doesn’t mean you failed—it means you grew. Even the wrong story can teach you what kind of love is right.  Have you ever realized later that the relationship wasn’t right for you?,,1,Love,,C,1_21_C,"C. It wasn’t right, but I still wonder—was it me?",4,1.0,2025-08-12T06:09:43.025283
2f6570df-5198-474e-a426-882c4bc72e17,1_21,Sometimes love ends before the truth arrives. That doesn’t mean you failed—it means you grew. Even the wrong story can teach you what kind of love is right.  Have you ever realized later that the relationship wasn’t right for you?,,1,Love,,A,1_21_A,"A. Yes. I just wanted love so badly, I missed the signs.",4,1.0,2025-08-12T06:09:43.025283
2f6570df-5198-474e-a426-882c4bc72e17,1_13,"Moving on isn’t one path—it’s a mess of thoughts, feelings, masks, and moments. You don’t need to do it perfectly. Just honestly.  What made your old love finally feel… less loud?",,1,Love,,A,1_13_A,A. Time,5,1.0,2025-08-02T06:09:43.025292
2f6570df-5198-474e-a426-882c4bc72e17,1_13,"Moving on isn’t one path—it’s a mess of thoughts, feelings, masks, and moments. You don’t need to do it perfectly. Just honestly.  What made your old love finally feel… less loud?",,1,Love,,OTHER,1_13_OTHER,Other,5,1.0,2025-08-02T06:09:43.025292
2f6570df-5198-474e-a426-882c4bc72e17,1_18,How do you act around someone who broke your heart?,,1,Love,,B,1_18_B,"B. I act polite but keep it short. No drama, no attention.",5,1.0,2025-08-25T06:09:43.025298
2f6570df-5198-474e-a426-882c4bc72e17,1_18,How do you act around someone who broke your heart?,,1,Love,,OTHER,1_18_OTHER,Other,5,1.0,2025-08-25T06:09:43.025298
2f6570df-5198-474e-a426-882c4bc72e17,1_19,Some things never got said. That doesn’t mean they weren’t true. You still get to speak your version—even if they never hear it. What do you wish you could say to the person who broke your heart?,,1,Love,,A,1_19_A,"A. Was any of it real, or was I just convenient?",5,1.0,2025-08-08T06:09:43.025303
2f6570df-5198-474e-a426-882c4bc72e17,1_19,Some things never got said. That doesn’t mean they weren’t true. You still get to speak your version—even if they never hear it. What do you wish you could say to the person who broke your heart?,,1,Love,,C,1_19_C,"C. You didn’t deserve me.  And deep down, you knew it.",5,1.0,2025-08-08T06:09:43.025303
2f6570df-5198-474e-a426-882c4bc72e17,1_19,Some things never got said. That doesn’t mean they weren’t true. You still get to speak your version—even if they never hear it. What do you wish you could say to the person who broke your heart?,,1,Love,,B,1_19_B,B. I learned a lot—even if it hurt. Thank you.,5,1.0,2025-08-08T06:09:43.025303
2f6570df-5198-474e-a426-882c4bc72e17,1_19,Some things never got said. That doesn’t mean they weren’t true. You still get to speak your version—even if they never hear it. What do you wish you could say to the person who broke your heart?,,1,Love,,D,1_19_D,D. You still cross my mind more than I admit.,5,1.0,2025-08-08T06:09:43.025303
2f6570df-5198-474e-a426-882c4bc72e17,1_20,Breakups don’t always end at goodbye. Sometimes the hardest part is what comes after—the part you watch from afar. However you react—it’s okay. You’re still healing. What do you do when your ex starts dating someone new?,,1,Love,,OTHER,1_20_OTHER,Other,5,1.0,2025-08-18T06:09:43.025311
2f6570df-5198-474e-a426-882c4bc72e17,1_20,Breakups don’t always end at goodbye. Sometimes the hardest part is what comes after—the part you watch from afar. However you react—it’s okay. You’re still healing. What do you do when your ex starts dating someone new?,,1,Love,,B,1_20_B,B. Wish them the best (out loud) and secretly hope my person’s way better.,5,1.0,2025-08-18T06:09:43.025311
2f6570df-5198-474e-a426-882c4bc72e17,1_20,Breakups don’t always end at goodbye. Sometimes the hardest part is what comes after—the part you watch from afar. However you react—it’s okay. You’re still healing. What do you do when your ex starts dating someone new?,,1,Love,,A,1_20_A,A. Cry in private and pretend I didn’t see the post.,5,1.0,2025-08-18T06:09:43.025311
2f6570df-5198-474e-a426-882c4bc72e17,2_2,What makes someone a real friend?,,2,Friends,,B,2_2_B,B. They’ve got my back—and call me out too.,1,1.0,2025-07-31T06:09:43.025324
2f6570df-5198-474e-a426-882c4bc72e17,2_2,What makes someone a real friend?,,2,Friends,,D,2_2_D,D. No drama. They just show up.,1,1.0,2025-07-31T06:09:43.025324
2f6570df-5198-474e-a426-882c4bc72e17,2_2,What makes someone a real friend?,,2,Friends,,C,2_2_C,"C. We’re still tight, even with space.",1,1.0,2025-07-31T06:09:43.025324
2f6570df-5198-474e-a426-882c4bc72e17,2_2,What makes someone a real friend?,,2,Friends,,A,2_2_A,"A. We laugh so much, it’s like a cheat code.",1,1.0,2025-07-31T06:09:43.025324
2f6570df-5198-474e-a426-882c4bc72e17,2_4,What kind of friend are you?,,2,Friends,,A,2_4_A,A. I’m the listener—always there when someone needs to talk.,1,1.0,2025-08-12T06:09:43.025334
2f6570df-5198-474e-a426-882c4bc72e17,2_3,What does loyalty mean to you in a friendship?,,2,Friends,,OTHER,2_3_OTHER,And other:,2,1.0,2025-08-28T06:09:43.025347
2f6570df-5198-474e-a426-882c4bc72e17,2_3,What does loyalty mean to you in a friendship?,,2,Friends,,B,2_3_B,"B. Telling me the truth, even if I won’t love it.",2,1.0,2025-08-28T06:09:43.025347
2f6570df-5198-474e-a426-882c4bc72e17,2_3,What does loyalty mean to you in a friendship?,,2,Friends,,C,2_3_C,C. Got my back—even when I’m not in the room.,2,1.0,2025-08-28T06:09:43.025347
2f6570df-5198-474e-a426-882c4bc72e17,2_5,How do you act when a friend gets something you really wanted?,,2,Friends,,D,2_5_D,"D. I used it as fuel. If they did it, I can too.",2,1.0,2025-08-29T06:09:43.025354
2f6570df-5198-474e-a426-882c4bc72e17,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,C,2_6_C,C. I stay small on purpose—don’t wanna seem needy.,2,1.0,2025-08-07T06:09:43.025358
2f6570df-5198-474e-a426-882c4bc72e17,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,OTHER,2_6_OTHER,Something else I’ve felt:,2,1.0,2025-08-07T06:09:43.025358
2f6570df-5198-474e-a426-882c4bc72e17,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,B,2_6_B,B. They’re nice. But we’re not clicking anymore.,2,1.0,2025-08-07T06:09:43.025358
2f6570df-5198-474e-a426-882c4bc72e17,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,A,2_6_A,A. I don’t think they really see me—I’m kind of just… there.,2,1.0,2025-08-07T06:09:43.025358
2f6570df-5198-474e-a426-882c4bc72e17,2_7,"If your friend made you feel invisible in a group, what would you do?",,2,Friends,,C,2_7_C,C. I’d try to be more fun next time so they notice me.,2,1.0,2025-08-15T06:09:43.025366
2f6570df-5198-474e-a426-882c4bc72e17,2_7,"If your friend made you feel invisible in a group, what would you do?",,2,Friends,,OTHER,2_7_OTHER,Also this:,2,1.0,2025-08-15T06:09:43.025366
2f6570df-5198-474e-a426-882c4bc72e17,2_7,"If your friend made you feel invisible in a group, what would you do?",,2,Friends,,D,2_7_D,D. I’d act like I didn’t care. I’ve got other people.,2,1.0,2025-08-15T06:09:43.025366
2f6570df-5198-474e-a426-882c4bc72e17,2_7,"If your friend made you feel invisible in a group, what would you do?",,2,Friends,,B,2_7_B,B. I’d message them after—just say I felt kinda left out.,2,1.0,2025-08-15T06:09:43.025366
2f6570df-5198-474e-a426-882c4bc72e17,2_9,What do you do when a friend breaks your trust?,,2,Friends,,OTHER,2_9_OTHER,Other,2,1.0,2025-08-16T06:09:43.025373
2f6570df-5198-474e-a426-882c4bc72e17,2_9,What do you do when a friend breaks your trust?,,2,Friends,,A,2_9_A,A. I shut down. It’s hard for me to trust again after that.,2,1.0,2025-08-16T06:09:43.025373
2f6570df-5198-474e-a426-882c4bc72e17,2_9,What do you do when a friend breaks your trust?,,2,Friends,,D,2_9_D,D. That’s it. One shot and they blew it.,2,1.0,2025-08-16T06:09:43.025373
2f6570df-5198-474e-a426-882c4bc72e17,2_9,What do you do when a friend breaks your trust?,,2,Friends,,B,2_9_B,"B. I talk to them. If they own it, we can rebuild.",2,1.0,2025-08-16T06:09:43.025373
2f6570df-5198-474e-a426-882c4bc72e17,2_10,Do you believe in second chances with friends?,,2,Friends,,OTHER,2_10_OTHER,Other,2,1.0,2025-08-28T06:09:43.025383
2f6570df-5198-474e-a426-882c4bc72e17,2_10,Do you believe in second chances with friends?,,2,Friends,,B,2_10_B,B. Yes—if they own what they did and try to rebuild trust.,2,1.0,2025-08-28T06:09:43.025383
2f6570df-5198-474e-a426-882c4bc72e17,2_10,Do you believe in second chances with friends?,,2,Friends,,A,2_10_A,A. Maybe—if they show they’ve changed.  But I’m still nervous.,2,1.0,2025-08-28T06:09:43.025383
2f6570df-5198-474e-a426-882c4bc72e17,2_10,Do you believe in second chances with friends?,,2,Friends,,C,2_10_C,"C. No. If they broke it once, they’re done.",2,1.0,2025-08-28T06:09:43.025383
2f6570df-5198-474e-a426-882c4bc72e17,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,E,2_11_E,E. Whatever. I hope they had fun without my sparkling personality.,3,1.0,2025-08-24T06:09:43.025391
2f6570df-5198-474e-a426-882c4bc72e17,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,B,2_11_B,"B. Kinda exposed, like everyone saw I didn’t make the list.",3,1.0,2025-08-24T06:09:43.025391
2f6570df-5198-474e-a426-882c4bc72e17,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,D,2_11_D,"D. Bummed, but maybe it just wasn’t my place.",3,1.0,2025-08-24T06:09:43.025391
2f6570df-5198-474e-a426-882c4bc72e17,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,C,2_11_C,"C. Actually mad, but I play it cool.",3,1.0,2025-08-24T06:09:43.025391
2f6570df-5198-474e-a426-882c4bc72e17,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,OTHER,2_11_OTHER,Also this:,3,1.0,2025-08-24T06:09:43.025391
2f6570df-5198-474e-a426-882c4bc72e17,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,A,2_11_A,A. Oof. Thought I mattered more than that.,3,1.0,2025-08-24T06:09:43.025391
2f6570df-5198-474e-a426-882c4bc72e17,2_12,"When you feel left out, what helps the most?",,2,Friends,,B,2_12_B,B. Switching vibes—doing something I actually like.,3,1.0,2025-08-14T06:09:43.025400
2f6570df-5198-474e-a426-882c4bc72e17,2_12,"When you feel left out, what helps the most?",,2,Friends,,A,2_12_A,"A. One person seeing me and saying, “You in?”",3,1.0,2025-08-14T06:09:43.025400
2f6570df-5198-474e-a426-882c4bc72e17,2_12,"When you feel left out, what helps the most?",,2,Friends,,OTHER,2_12_OTHER,Something else that works for me:,3,1.0,2025-08-14T06:09:43.025400
2f6570df-5198-474e-a426-882c4bc72e17,2_13,"If your friend left you out, what did you do?",,2,Friends,,OTHER,2_13_OTHER,Something else I did instead:,3,1.0,2025-08-18T06:09:43.025406
